name,time,flow_in,flow_out,pressure_in,pressure_out
branch0_seg0,1.7317317317317318e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.7417417417417416e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.7517517517517517e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.7617617617617617e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.7717717717717718e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.7817817817817819e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.7917917917917917e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.8018018018018017e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.8118118118118118e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.8218218218218218e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.8318318318318319e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.8418418418418420e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.8518518518518517e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.8618618618618618e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.8718718718718719e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.8818818818818819e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.8918918918918920e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.9019019019019018e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.9119119119119118e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.9219219219219219e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.9319319319319320e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.9419419419419420e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.9519519519519518e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.9619619619619619e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.9719719719719719e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.9819819819819820e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,1.9919919919919921e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,2.0020020020020018e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,2.0120120120120119e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
branch0_seg0,2.0220220220220220e-01,1.7490000000000001e+02,1.7490000000002297e+02,2.9073302036570662e+04,2.9019580333032172e+04
